grubhub_slug,grubhub_business_hours,ubereats_slug,ubereats_business_hours,is_out_range
friedchick_mrpizzama_gh,10080,friedchickenco_salsplacedeligr_ue,5280,Out of Range
fionasveg_americanch_gh,7560,fionasveganpizz_allnitepizza_ue,1080,Out of Range
charliesc_greenolive_gh,6720,charlieschicken_salsplacedeligr_ue,1439,Out of Range
lucaschic_miyucatan_gh,6510,lucaschickenwin_lemontreegourme_ue,1439,Out of Range
sandwichon_milanspiz_gh,7980,sandwichonfleek_lemontreegourme_ue,1439,Out of Range
rjsphilly_paninicafe_gh,5460,rjsphillycheese_villagecafegril_ue,630,Out of Range
theburrito_paninicafe_gh,5310,theburritosnob_villagecafegril_ue,630,Out of Range
bosscatbur_1stavegour_gh,10080,bosscatburgers_goldstreetmarke_ue,1439,Out of Range
thesaladgod_princedelimarke_gh,9090,thesaladgod_princedelimarke_ue,1439,Out of Range
arifsmedit_mrpizzama_gh,7560,arifsmediterran_salsplacedeligr_ue,660,Out of Range
theburgerb_canteendes_gh,6300,theburgerblade_americanchoiceg_ue,10073,Out of Range
saladkreat_mrpizzama_gh,7560,saladkreation_salsplacedeligr_ue,600,Out of Range
houseofpan_1upbistro_gh,10080,houseofpaninis_plazagourmetdel_ue,7140,Out of Range
thepaninip_remedydine_gh,8400,thepaniniprojec_seaportdeli_ue,1439,Out of Range
finelinede_tlkitche_gh,4620,finelinedessert_gaters_ue,600,Out of Range
theburgerb_canteendes_gh,6300,theburgerblade_americanchoiceg_ue,1439,Out of Range
wonderland_canteendes_gh,10080,wonderlandwraps_americanchoiceg_ue,1439,Out of Range
thesaladsn_villagecaf_gh,5310,thesaladsnob_villagecafegril_ue,630,Out of Range
dannysdesserts_classicpizza_gh,6480,dannysdesserts_classicpizza_ue,900,Out of Range
devilsbur_hudsonmark_gh,6600,devilsburgerbar_sicilianpizzapa_ue,10073,Out of Range
thegyrosno_heavenlyma_gh,7575,thegyrosnob_aladdinskitchen_ue,7455,Out of Range
meansaladb_remedydine_gh,8400,meansaladbar_seaportdeli_ue,10073,Out of Range
jackschees_tlkitche_gh,4200,jackscheesestea_gaters_ue,600,Out of Range
nysfinesthotdog_chelseapapaya_gh,10080,nysfinesthotdog_chelseapapaya_ue,1439,Out of Range
thefarmers_allnitepiz_gh,6480,thefarmerssalad_eastsidedeli_ue,930,Out of Range
bainsburgerbar_frescopizzagril_gh,7995,bainsburg_frescopizz_ue,1140,Out of Range
princesspa_heavenlyma_gh,7140,princesspanini_1stavegourmetde_ue,7140,In Range
indianbiry_newyorktha_gh,5040,indianbiryanisn_marhabaindian_ue,5040,In Range
thegyrobar_greenolive_gh,10080,thegyrobar_salsplacedeligr_ue,960,Out of Range
badrisbiryaniba_desideli_gh,10080,badrisbiryaniba_desideli_ue,1230,Out of Range
thechopped_bigfamousd_gh,7350,thechoppedsalad_omegasaladbarde_ue,1439,Out of Range
wonderland_heavenlyma_gh,7140,wonderlandwraps_1stavegourmetde_ue,1080,Out of Range
chuckscheeseste_frescopizzagril_gh,7995,chuckschee_frescopizz_ue,1140,Out of Range
oliviasbr_paninicafe_gh,5310,oliviasbreakfas_villagecafegril_ue,815,Out of Range
originofcheesec_classicpizza_gh,6480,originofcheesec_classicpizza_ue,1800,Out of Range
theministe_mariotheba_gh,7560,theministerwrap_heavenlymarketi_ue,10073,Out of Range
nehasindi_vbiryaniz_gh,5040,nehasindianrest_marhabaindian_ue,4830,Out of Range
stellaspa_bigfamousd_gh,10080,stellaspancakeb_paninigrill9371_ue,1439,Out of Range
charliesc_sicilianpi_gh,6300,charliescalzone_michaelangelosp_ue,600,Out of Range
masonsbur_remedydine_gh,8400,masonsburgerbar_seaportdeli_ue,1439,Out of Range
alyssasdes_marhabaind_gh,10080,alyssasdessertb_lemontreegourme_ue,1439,Out of Range
savorychaa_goldstreet_gh,4200,savorychaathous_canteendesidhab_ue,779,Out of Range
